,jk,kalimat,label,noun,propn,subyek,takso,adalah,adalah bagian,akan,akan belajar,akhir,alat,algoritma,anda,anda akan,anda untuk,apa,apa yang,aplikasi,atau,bagaimana,bagian,bagian dari,bahasa,baik,banyak,baru,beberapa,bekerja,belajar,belajar bagaimana,berbagai,besar,biru,bisnis,cara,cloud,dalam,dalam kursus,dan,dan bagaimana,dapat,dari,dasar,dasar dasar,data,dengan,desain,di,digunakan,diperlukan,dunia,fitur,ilmu,ilmu komputer,informasi,ini,ini adalah,ini akan,ini anda,itu,jaringan,juga,juga akan,kami,ke,keamanan,kerja,keterampilan,kode,komputasi,komputer,konsep,kuantum,kursus,kursus ini,layanan,lebih,lingkungan,lunak,manajemen,masalah,melakukan,melalui,memahami,membangun,membantu,memberikan,membuat,memiliki,mempelajari,mencakup,mendalam,mendapatkan,menerapkan,mengelola,mengembangkan,menggunakan,meningkatkan,menjadi,menyelesaikan,mereka,metode,microsoft,model,objek,oleh,organisasi,pada,pemahaman,pembelajaran,pemrograman,pengalaman,pengantar,pengembang,pengembangan,pengetahuan,pengguna,pengujian,penting,perangkat,perangkat lunak,prinsip,profesional,program,proses,proyek,python,saat,sebagai,secara,semua,seperti,serta,server,sistem,siswa,solusi,sql,struktur,sumber,teknik,teknologi,tentang,termasuk,tidak,tim,topik,tugas,untuk,virtual,waktu,web,windows,yang,yang lebih
301,60,membedakan antara skenario migrasi yang berbeda dan memahami kapan migrasi perlu dibangun kembali dalam azure  merencanakan migrasi dengan benar untuk memastikan sumber daya yang dimigrasikan dapat didukung dalam warna biru  bagaimana memilih dan mengkonfigurasi akun penyimpanan yang benar dan jaringan virtual biru  memastikan beban kerja aman dan dapat dipulihkan melalui replikasi dari pada server lokal menggunakan asr pemulihan situs biru ,2,0.3333333333333333,0.0,0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1474005841993778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49988998939747115,0.0,0.0,0.0,0.20926807183909527,0.0,0.2199301346460779,0.0,0.29509657276014356,0.1329769117455505,0.0,0.0,0.0,0.1277501357845894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22869332984210633,0.0,0.0,0.0,0.0,0.0,0.2374183689139252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23006981481028596,0.2151880221711697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15108339506914018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16509387895952402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22602351655234906,0.0,0.0,0.0,0.0,0.0,0.25216121536371755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10656261163981197,0.27517345157125384,0.0,0.0,0.0,0.23537098125764375,0.0
302,4,keamanan dan kepatuhan biru,0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6948005181308506,0.0,0.0,0.0,0.0,0.0,0.2688305561638869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6670699903891021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,80,kursus ini adalah bagian dari program profesional microsoft dalam administrasi cloud  keamanan merupakan persyaratan penting untuk menempatkan perangkat lunak dan layanan anda ke dalam cloud  microsoft azure memberi anda infrastruktur aman yang diverifikasi industri dengan standar kepatuhan global  anda dapat menggunakan azure untuk membangun dan menyebarkan aplikasi dan layanan infrastruktur menggunakan alat dan sumber daya untuk memastikan keamanan dan kepatuhan solusi cloud anda  termasuk dalam kursus ini adalah diskusi di pusat kepercayaan microsoft biru kubah kunci dan pusat keamanan biru ,1,0.4625,0.0,1,0.0375,0.1796039928933485,0.1386838518663357,0.0,0.0,0.0,0.13345957120506236,0.0,0.2020384654526338,0.0,0.0,0.0,0.0,0.11250971685531172,0.0,0.0,0.11668372395111633,0.12709214124031015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2558588704370468,0.0,0.0,0.32252858115652777,0.1645523204422107,0.12332808838936736,0.16323085717253555,0.0,0.11056890079585051,0.08436062350538838,0.0,0.0,0.0,0.08104475405706357,0.0,0.0915382148280743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1442230998574723,0.2079471455758319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119179780185524,0.3044733235064004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1514087538071308,0.1583279012025835,0.22596669670459063,0.0,0.0,0.14216259621493063,0.0,0.0,0.0,0.0,0.0,0.13445362897690222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16228373162688378,0.0,0.0,0.0,0.0,0.0,0.25156985333519255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433894390608349,0.12765855713167995,0.14256756688317446,0.0,0.13185346903494924,0.11734728617049983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1477594494457951,0.0,0.0,0.15997120908225274,0.0,0.0,0.0,0.1324885438830147,0.0,0.0,0.0,0.0,0.14187327872612757,0.0,0.0,0.0,0.0,0.07115153020189215,0.0
304,44,bagaimana microsoft azure menyediakan transparansi privasi keamanan dan kepatuhan dengan pusat kepercayaan microsoft biru bagaimana mengelola dan menerapkan sertifikat di microsoft azure bagaimana menerapkan kunci biru azure untuk melindungi aplikasi dan layanan cloud cara melindungi mendeteksi dan menanggapi ancaman menggunakan pusat keamanan biru microsoft,2,0.4772727272727273,0.0,0,0.11363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16404613903171889,0.0,0.28613496859732174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46239588412264,0.0,0.16261484619702352,0.22408458194000436,0.0,0.0,0.20343433797796093,0.0,0.0,0.0,0.0,0.0,0.0,0.1181682734917383,0.0,0.1334683895410824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35816878164120647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19459232486714437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34055531856804144,0.20554393541068353,0.0,0.1397514283561658,0.0,0.0,0.0,0.0,0.0,0.4170867386427487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09856991351837151,0.0,0.0,0.0,0.0,0.0,0.0
305,7,memproses aliran data waktu nyata dalam azure,0,0.5714285714285714,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3769198236223074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4874626427469955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787598640480444,0.0,0.0,0.0,0.0
306,98,kursus ini adalah bagian dari sertifikat program profesional microsoft dalam data besar  ingin menangkap dan memproses data waktu nyata di cloud kursus analisis data ini mengajarkan anda bagaimana menggunakan teknologi microsoft biru seperti hub acara hub iot dan analisis aliran untuk membangun real time internet dari hal hal iot solusi dalam skala besar  catatan untuk menyelesaikan kursus ini anda akan membutuhkan langganan microsoft biru  anda dapat mendaftar untuk berlangganan uji coba gratis di http azure microsoft com atau anda dapat menggunakan langganan yang ada  laboratorium telah dirancang untuk meminimalkan biaya sumber daya yang diperlukan untuk menyelesaikan berbagai kegiatan ,1,0.41836734693877553,0.02040816326530612,1,0.05102040816326531,0.10677823957437269,0.1396006293391032,0.08978566901960382,0.0,0.0,0.0,0.0,0.20337405219374916,0.10269466653368564,0.0,0.0,0.0,0.0,0.12908042214025295,0.09412916880949349,0.11745506832984115,0.12793229105218007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13368767282378005,0.24368052362388312,0.25755024001950183,0.0,0.0,0.15470255101341318,0.13363739206036715,0.0,0.09965072342036722,0.0,0.188446981152194,0.1437791703931262,0.0,0.0,0.21421893262567002,0.0,0.0,0.156012225139702,0.0,0.15112054042178993,0.0,0.0,0.0,0.0,0.0,0.17994252336847472,0.12362882234076128,0.0,0.12286859972118637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18890783270541175,0.15937453677824506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1353424423212032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16335651744404991,0.0,0.0,0.2637659790761223,0.0,0.0,0.2879465508214818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13272509387440057,0.11812301706493158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1233738897591815,0.0,0.0,0.0,0.0,0.14873622167138192,0.0,0.0,0.16102870783790696,0.0,0.13886041361813425,0.0,0.0,0.0,0.0,0.0,0.0,0.17757296346302773,0.0,0.16492605034494195,0.0,0.0,0.12126638660957845,0.0
307,28,menangkap data waktu nyata dengan hub kejadian biru dan hub iot memproses data waktu nyata dengan data agregasi aliran biru di data sementara pemantauan solusi streaming di biru,2,0.5357142857142857,0.0,0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5749997453812186,0.0,0.0,0.0,0.0,0.0,0.10601173387366268,0.0,0.0,0.0,0.0,0.0,0.4387507259361479,0.24879938054435294,0.0,0.281013267426602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26790754121438354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502981676320889,0.0,0.0,0.0,0.0
308,7,mendalangi big data dengan pabrik data biru,0,0.5714285714285714,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6227450307259095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7075601653174034,0.33398688471584453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,111,kursus ini adalah bagian dari sertifikat program profesional microsoft dalam data besar  perlu menjadwalkan dan mengelola alur kerja data besar  kursus analisis data ini mengajarkan anda cara menggunakan pabrik data biru untuk mengoordinasikan pergerakan data dan transformasi menggunakan teknologi seperti hadoop sql dan analisis data danau biru  anda akan belajar cara membuat jaringan pipa data yang akan memungkinkan anda untuk mengelompokkan kegiatan untuk melakukan tugas tertentu  catatan untuk menyelesaikan kursus ini anda akan membutuhkan langganan microsoft biru  anda dapat mendaftar untuk berlangganan uji coba gratis di http azure microsoft com atau anda dapat menggunakan langganan yang ada  laboratorium telah dirancang untuk meminimalkan biaya sumber daya yang diperlukan untuk menyelesaikan berbagai kegiatan ,1,0.3783783783783784,0.02702702702702703,1,0.04504504504504504,0.09482089208361778,0.12396773220959892,0.1673248772425386,0.11093740287563267,0.0,0.0,0.0,0.21128604085753278,0.15440589646256375,0.13882899326489903,0.0,0.0,0.0,0.11462560936251188,0.0,0.10430209753571179,0.11360604943687577,0.0,0.0,0.0,0.0,0.0,0.0,0.09734059867082069,0.0,0.11871692629755666,0.21639244780137068,0.2834789002090266,0.0,0.16879581855093503,0.0,0.07008975798877336,0.0,0.1096829786611753,0.0,0.16734412305861168,0.07540888894426048,0.0,0.0,0.2670339109825285,0.0,0.0,0.0818248465847957,0.0,0.1341976091015427,0.0,0.0,0.0,0.0,0.0,0.15979201996200595,0.10978449605767393,0.0,0.10910940544691303,0.0,0.12968800136790343,0.0,0.0,0.0,0.0,0.0,0.134635818953411,0.0,0.0,0.0,0.0,0.0,0.0,0.16775336707282668,0.14152729819263205,0.0,0.0,0.0,0.0,0.0,0.0,0.13644178373508245,0.0,0.0,0.0,0.0,0.0,0.10449877260794525,0.0,0.0,0.0,0.0,0.0,0.0,0.1260118672237179,0.0,0.17980230149857157,0.0,0.0,0.2342286737166758,0.0,0.0,0.22487509389574062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11786213982566039,0.1048952473682981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109558111591111,0.0,0.0,0.0,0.0,0.0,0.15846410176511588,0.0,0.1429962302162472,0.0,0.12331040806493829,0.0,0.0,0.0,0.0,0.0,0.14768565701743308,0.17802076035788805,0.0,0.0,0.0,0.0,0.13347478109825459,0.0
310,28,membuat alur kerja data dengan aliran data pabrik data penjadwalan biru untuk mengatur proses data besar yang menerapkan transformasi data dalam saluran pipa dengan sarang atau u sql,2,0.5714285714285714,0.03571428571428571,0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24425060740636156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27233369766603255,0.2878342846453517,0.0,0.0,0.0,0.14935114462581575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504020130856098,0.2613703843478078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28688947209015675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2226717818527683,0.0,0.0,0.0,0.0,0.0,0.26275665827987066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2979535994844708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3376640990044885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12876716969181795,0.0,0.0,0.0,0.0,0.13552549451575613,0.0
311,3,pengantar data besar,0,0.6666666666666666,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6195095953328735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4393873702220483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6504971945979874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,71,kursus ini adalah bagian dari sertifikat program profesional microsoft dalam data besar  pelajari apa yang diperlukan untuk membangun solusi analitik data besar  ini adalah pemberhentian pertama dalam kurikulum big data dari microsoft  itu akan membantu anda memulai dengan rencana kurikulum jadwal belajar anda dan terhubung dengan sesama siswa dan asisten pengajar  sepanjang jalan anda akan mendapat pengenalan untuk bekerja dengan data dan beberapa konsep dasar dan teknologi untuk skenario data besar ,1,0.4225352112676056,0.0,1,0.014084507042253521,0.1948998388962733,0.15049476323343186,0.16388369481336532,0.0,0.0,0.0,0.0,0.19281363866510143,0.11070873819473673,0.0,0.15009402296897073,0.17227658187110395,0.0,0.0,0.0,0.12662101010969237,0.13791585283645555,0.0,0.0,0.0,0.0,0.15935446201938672,0.15743907476729954,0.11816986637456103,0.0,0.0,0.3256059488914683,0.0,0.0,0.0,0.0,0.14406616769903638,0.0,0.151406238809117,0.0,0.0,0.1549993886750467,0.11896784694381969,0.0,0.2871485445166873,0.18456638791157012,0.0,0.0,0.0,0.16291366348529132,0.0,0.0,0.0,0.0,0.0,0.15650575733042896,0.22565681596920936,0.0,0.0,0.15171861444362914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13946834913840028,0.0,0.09704021851262457,0.10147480738739387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14590427642763185,0.1650799646052191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22025034093237209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1430826757180524,0.12734108413239129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1777965258121848,0.16034327761013842,0.0,0.0,0.0,0.0,0.1496967826641732,0.0,0.0,0.0,0.0,0.0,0.0,0.1539558153577797,0.0,0.0,0.0,0.0,0.07721109954279681,0.0
313,25,bagaimana kurikulum data besar microsoft bekerja pengantar untuk format data teknologi dan teknik dasar dasar dasar dasar prinsip prinsip dasar untuk bekerja dengan data besar,2,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12984465526786784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341093216652278,0.0,0.0,0.0,0.33614036951153325,0.0,0.0,0.0,0.0,0.0,0.0,0.08118683254725195,0.0,0.0,0.0,0.3972303398717395,0.4253209031446378,0.2955001495330893,0.11253464449595675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16645150245744997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2084602968785823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3691036229611281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1979621092384974,0.19154830287614016,0.0,0.0,0.0,0.0,0.0,0.0,0.15893679104758351,0.0,0.0,0.0,0.0,0.0,0.0
314,4,pembelajaran yang mendalam dijelaskan,0,0.0,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6980123574788906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654704012611249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2900713785906685,0.0
